barId,barName,barType,addressType,addressName,addressNumber,neighborhoodId,neighborhoodName,neighborhoodName2,neighborhoodWikidata,neighborhoodWikidata2,districtId,districtName2,districtWikidata,districtWikidata2,districtName,postCode,latitude,longitude,location,cityName,cityName2,cityWikidata,cityWikidata2
﻿99400209562,Bar Musical Paspartú,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,BASSES DE SANT PERE,14,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38871,2.17996,"41.38871,2.17996",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990035678,Bar Musical Flann O'brien's,Bars I Pubs Musicals,CARRER,CASANOVA,264,26,Sant Gervasi - Galvany,Sant Gervasi-Galvany,Q3389521,https://www.wikidata.org/wiki/Q3389521,5,Sarrià-Sant Gervasi,Q1765582,https://www.wikidata.org/wiki/Q1765582,Sarrià-sant Gervasi,8021,41.39415,2.14741,"41.39415,2.14741",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990079636,Disco Bar Joe's,Bars I Pubs Musicals,PASSEIG,SANT ANTONI,19,18,Sants,Sants-Badal,Q3596096,https://www.wikidata.org/wiki/Q3596096,3,Sants-Montjuïc,Q753075,https://www.wikidata.org/wiki/Q753075,Sants-Montjuïc,8014,41.37719,2.13702,"41.37719,2.13702",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990090372,Bar Musical Punto Bcn,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,MUNTANER,63,8,L'antiga Esquerra De L'eixample,L'Antiga Esquerra de l'Eixample,Q3291762,https://www.wikidata.org/wiki/Q3291762,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8011,41.38672,2.15914,"41.38672,2.15914",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400355659,Sala Artte,Cocteleries|Xampanyeries,CARRER,MUNTANER,83,8,L'antiga Esquerra De L'eixample,L'Antiga Esquerra de l'Eixample,Q3291762,https://www.wikidata.org/wiki/Q3291762,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8011,41.38771,2.15783,"41.38771,2.15783",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990106254,Bar Musical Lunatic Pub,Bars I Pubs Musicals,CARRER,REGENT MENDIETA,38,20,La Maternitat I Sant Ramon,La Maternitat i Sant Ramon,Q3297056,https://www.wikidata.org/wiki/Q3297056,4,Les Corts,Q959944,https://www.wikidata.org/wiki/Q959944,Les Corts,8028,41.37743,2.12359,"41.37743,2.12359",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400566604,Discoteca Downtown Barcelona,Discoteques,AVINGUDA,DOCTOR MARAÑÓN,17,20,La Maternitat I Sant Ramon,La Maternitat i Sant Ramon,Q3297056,https://www.wikidata.org/wiki/Q3297056,4,Les Corts,Q959944,https://www.wikidata.org/wiki/Q959944,Les Corts,8028,41.38128,2.11445,"41.38128,2.11445",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990085638,Bar Musical Alfa,Bars I Pubs Musicals|Discoteques,,GRAN DE GRÀCIA,36,31,La Vila De Gràcia,Vila de Gràcia,Q2741611,https://www.wikidata.org/wiki/Q2741611,6,Gràcia,Q852697,https://www.wikidata.org/wiki/Q852697,Gràcia,8012,41.39883,2.15685,"41.39883,2.15685",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400224722,Discoteca The Roxy Blue Barcelona,Discoteques,CARRER,CONSELL DE CENT,294,7,La Dreta De L'eixample,Dreta de l'Eixample,Q1904302,https://www.wikidata.org/wiki/Q1904302,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8007,41.38984,2.16420,"41.38984,2.16420",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990173036,Bar Musical Merbeyé,Bars I Pubs Musicals|Cocteleries|Xampanyeries,PLAÇA,DOCTOR ANDREU,1,25,Sant Gervasi - La Bonanova,Sant Gervasi-la Bonanova,Q3321657,https://www.wikidata.org/wiki/Q3321657,5,Sarrià-Sant Gervasi,Q1765582,https://www.wikidata.org/wiki/Q1765582,Sarrià-sant Gervasi,8035,41.41630,2.13141,"41.41630,2.13141",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400236992,Banker's Bar,Cocteleries|Xampanyeries,PASSEIG,GRÀCIA,38,7,La Dreta De L'eixample,Dreta de l'Eixample,Q1904302,https://www.wikidata.org/wiki/Q1904302,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8007,41.39120,2.16666,"41.39120,2.16666",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990097460,Slow Barcelona Cocktails & Boite,Bars I Pubs Musicals|Cocteleries|Xampanyeries|Restaurants,CARRER,PARÍS,186,8,L'antiga Esquerra De L'eixample,L'Antiga Esquerra de l'Eixample,Q3291762,https://www.wikidata.org/wiki/Q3291762,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8036,41.39361,2.15338,"41.39361,2.15338",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990103859,Sala Continental,Bars I Pubs Musicals,,PROVIDÈNCIA,30,31,La Vila De Gràcia,Vila de Gràcia,Q2741611,https://www.wikidata.org/wiki/Q2741611,6,Gràcia,Q852697,https://www.wikidata.org/wiki/Q852697,Gràcia,8024,41.40625,2.15643,"41.40625,2.15643",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990108061,Cocteleria Scotch Corner,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,SABINO ARANA,8,20,La Maternitat I Sant Ramon,La Maternitat i Sant Ramon,Q3297056,https://www.wikidata.org/wiki/Q3297056,4,Les Corts,Q959944,https://www.wikidata.org/wiki/Q959944,Les Corts,8028,41.38560,2.12626,"41.38560,2.12626",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99344155409,Bar Musical Tinta Roja,Bars I Pubs Musicals,,CREU DELS MOLERS,17,11,El Poble-sec,El Poble-sec,Q980253,https://www.wikidata.org/wiki/Q980253,3,Sants-Montjuïc,Q753075,https://www.wikidata.org/wiki/Q753075,Sants-Montjuïc,8004,41.37422,2.16193,"41.37422,2.16193",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400070357,Diobar,Bars I Pubs Musicals,AVINGUDA,MARQUÈS DE L'ARGENTERA,27,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38550,2.18545,"41.38550,2.18545",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿96309203840,Bar Musical Contraste,Karaokes,CARRER,MUNTANER,130,8,L'antiga Esquerra De L'eixample,L'Antiga Esquerra de l'Eixample,Q3291762,https://www.wikidata.org/wiki/Q3291762,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8036,41.38982,2.15541,"41.38982,2.15541",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿98049115349,Bar Musical Sol De Nit,Bars I Pubs Musicals,PLAÇA,SOL,9,31,La Vila De Gràcia,Vila de Gràcia,Q2741611,https://www.wikidata.org/wiki/Q2741611,6,Gràcia,Q852697,https://www.wikidata.org/wiki/Q852697,Gràcia,8012,41.40183,2.15693,"41.40183,2.15693",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400142309,Venta Flamenco Barcelona,Tablaos Flamencs,CARRER,MARQUÈS DE BARBERÀ,6,1,El Raval,El Raval,Q1758503,https://www.wikidata.org/wiki/Q1758503,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8001,41.37873,2.17251,"41.37873,2.17251",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990090931,Luz De Gas * En Remodelació,Teatres|Discoteques,CARRER,MUNTANER,246,26,Sant Gervasi - Galvany,Sant Gervasi-Galvany,Q3389521,https://www.wikidata.org/wiki/Q3389521,5,Sarrià-Sant Gervasi,Q1765582,https://www.wikidata.org/wiki/Q1765582,Sarrià-sant Gervasi,8021,41.39462,2.14906,"41.39462,2.14906",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿96005085900,Bar Musical Barroc,Bars I Pubs Musicals,,REC,67,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38468,2.18347,"41.38468,2.18347",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990076519,Bar Musical Basel 79,Bars I Pubs Musicals,CARRER,LORETO,5,19,Les Corts,Les Corts,Q3296693,https://www.wikidata.org/wiki/Q3296693,4,Les Corts,Q959944,https://www.wikidata.org/wiki/Q959944,Les Corts,8029,41.38890,2.14172,"41.38890,2.14172",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400033861,Bar La Rouge Raval Barcelona,Bars I Pubs Musicals,RAMBLA,RAVAL,10,1,El Raval,El Raval,Q1758503,https://www.wikidata.org/wiki/Q1758503,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8001,41.37867,2.16893,"41.37867,2.16893",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿277161249,Bar Musical Barcota,Bars I Pubs Musicals,,CANVIS NOUS,14,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38306,2.18190,"41.38306,2.18190",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400258359,Bar Musical Polaroid Bar,Bars I Pubs Musicals,CARRER,CÒDOLS,29,2,El Barri Gòtic,Gothic Quarter,Q17154,https://www.wikidata.org/wiki/Q17154,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8002,41.37935,2.17874,"41.37935,2.17874",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990272030,Bar Musical Inercia,Bars I Pubs Musicals,CARRER,ARIBAU,124,8,L'antiga Esquerra De L'eixample,L'Antiga Esquerra de l'Eixample,Q3291762,https://www.wikidata.org/wiki/Q3291762,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8036,41.39119,2.15585,"41.39119,2.15585",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990263715,Discoteca Otto Zutz,Discoteques,CARRER,DE LINCOLN,15,26,Sant Gervasi - Galvany,Sant Gervasi-Galvany,Q3389521,https://www.wikidata.org/wiki/Q3389521,5,Sarrià-Sant Gervasi,Q1765582,https://www.wikidata.org/wiki/Q1765582,Sarrià-sant Gervasi,8006,41.40043,2.15000,"41.40043,2.15000",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990421116,Cocteleria Sips Drinkery House,Cocteleries|Xampanyeries,,MUNTANER,108,8,L'antiga Esquerra De L'eixample,L'Antiga Esquerra de l'Eixample,Q3291762,https://www.wikidata.org/wiki/Q3291762,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8036,41.38885,2.15669,"41.38885,2.15669",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990355982,Solange Cocktails & Luxury Spirits,Cocteleries|Xampanyeries,CARRER,ARIBAU,143,8,L'antiga Esquerra De L'eixample,L'Antiga Esquerra de l'Eixample,Q3291762,https://www.wikidata.org/wiki/Q3291762,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8036,41.39226,2.15402,"41.39226,2.15402",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400194361,Opium Mar Bcn,Discoteques|Restaurants,PASSEIG,MARÍTIM DE LA BARCELONETA - ORIOL BOHIGAS,34,3,La Barceloneta,La Barceloneta,Q377070,https://www.wikidata.org/wiki/Q377070,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38347,2.19548,"41.38347,2.19548",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400158516,Creperia Creps Al Born,Cocteleries|Xampanyeries,PASSEIG,BORN,12,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38434,2.18270,"41.38434,2.18270",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400158645,Karaoke Touch Music,Karaokes,CARRER,JOAN MIRÓ,8,67,La Vila Olímpica Del Poblenou,La Vila Olímpica del Poblenou,Q1167101,https://www.wikidata.org/wiki/Q1167101,10,Sant Martí,Q250935,https://www.wikidata.org/wiki/Q250935,Sant Martí,8005,41.38996,2.19658,"41.38996,2.19658",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400169910,Bar De Copes Sub-rosa,Bars I Pubs Musicals,CARRER,RAURIC,23,2,El Barri Gòtic,Gothic Quarter,Q17154,https://www.wikidata.org/wiki/Q17154,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8002,41.38077,2.17570,"41.38077,2.17570",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990075446,Bar Musical Samba Brasil *lepant,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,LEPANT,297,6,La Sagrada Família,Sagrada Família,Q2470217,https://www.wikidata.org/wiki/Q2470217,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8025,41.40574,2.17482,"41.40574,2.17482",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400168903,Cocteleria Nosé,Cocteleries|Xampanyeries,PASSEIG,BORN,21,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38501,2.18280,"41.38501,2.18280",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400109274,Sala De Ball Nueva Época,Discoteques|Salons De Ball,,G.V. CORTS CATALANES,770,5,El Fort Pienc,Fort Pienc,Q2107762,https://www.wikidata.org/wiki/Q2107762,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8013,41.39848,2.18075,"41.39848,2.18075",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400204473,Sala-escenari,Discoteques,PLAÇA,REIAL,7,2,El Barri Gòtic,Gothic Quarter,Q17154,https://www.wikidata.org/wiki/Q17154,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8002,41.38057,2.17519,"41.38057,2.17519",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400105865,Bar Mau Mau,Cocteleries|Xampanyeries,CARRER,FONTRODONA,33,11,El Poble-sec,El Poble-sec,Q980253,https://www.wikidata.org/wiki/Q980253,3,Sants-Montjuïc,Q753075,https://www.wikidata.org/wiki/Q753075,Sants-Montjuïc,8004,41.37245,2.16671,"41.37245,2.16671",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400158658,Bar Musical Le Journal,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,FRANCISCO GINER,36,31,La Vila De Gràcia,Vila de Gràcia,Q2741611,https://www.wikidata.org/wiki/Q2741611,6,Gràcia,Q852697,https://www.wikidata.org/wiki/Q852697,Gràcia,8012,41.39951,2.15882,"41.39951,2.15882",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400073886,Flaherty's Irish Bar,Bars I Pubs Musicals,PLAÇA,JOAQUIM XIRAU I PALAU,3,2,El Barri Gòtic,Gothic Quarter,Q17154,https://www.wikidata.org/wiki/Q17154,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8002,41.37836,2.17659,"41.37836,2.17659",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400161793,Bar Musical Vinilo,Bars I Pubs Musicals|Cocteleries|Xampanyeries,CARRER,MATILDE,2,31,La Vila De Gràcia,Vila de Gràcia,Q2741611,https://www.wikidata.org/wiki/Q2741611,6,Gràcia,Q852697,https://www.wikidata.org/wiki/Q852697,Gràcia,8012,41.40052,2.15700,"41.40052,2.15700",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400172660,Bar Musical Ballbreak,Bars I Pubs Musicals,CARRER,MATILDE,7,31,La Vila De Gràcia,Vila de Gràcia,Q2741611,https://www.wikidata.org/wiki/Q2741611,6,Gràcia,Q852697,https://www.wikidata.org/wiki/Q852697,Gràcia,8012,41.40050,2.15691,"41.40050,2.15691",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400476312,Discoteca Hyde Club,Discoteques,,PTGE DOMINGO,3,7,La Dreta De L'eixample,Dreta de l'Eixample,Q1904302,https://www.wikidata.org/wiki/Q1904302,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8007,41.39272,2.16252,"41.39272,2.16252",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400201862,Pub The George Payne Irish Bar,Bars I Pubs Musicals,PLAÇA,URQUINAONA,5,7,La Dreta De L'eixample,Dreta de l'Eixample,Q1904302,https://www.wikidata.org/wiki/Q1904302,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8010,41.38951,2.17297,"41.38951,2.17297",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400466415,Restaurant El Mamón,Cocteleries|Xampanyeries|Restaurants,,PTGE PERE CALDERS,2,10,Sant Antoni,Sant Antoni,Q720994,https://www.wikidata.org/wiki/Q720994,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8015,41.37611,2.16291,"41.37611,2.16291",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿92086037747,Discoteca Magic Rock Barcelona,Discoteques,PASSEIG,PICASSO,40,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38596,2.18501,"41.38596,2.18501",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400566394,Bar Muy Buenas,Cocteleries|Xampanyeries,CARRER,CARME,63,1,El Raval,El Raval,Q1758503,https://www.wikidata.org/wiki/Q1758503,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8001,41.38093,2.16803,"41.38093,2.16803",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400596452,Restaurant Pur - Impur,Cocteleries|Xampanyeries|Restaurants,,PTGE CONCEPCIÓ,11,7,La Dreta De L'eixample,Dreta de l'Eixample,Q1904302,https://www.wikidata.org/wiki/Q1904302,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8008,41.39449,2.16007,"41.39449,2.16007",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿93221210635,Bar Musical Com-tu,Bars I Pubs Musicals,CARRER,PERE IV,101,66,El Parc I La Llacuna Del Poblenou,El Parc i la Llacuna del Poblenou,Q3294440,https://www.wikidata.org/wiki/Q3294440,10,Sant Martí,Q250935,https://www.wikidata.org/wiki/Q250935,Sant Martí,8018,41.39901,2.19445,"41.39901,2.19445",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400709297,33/45 Bar & Gallery,Cocteleries|Xampanyeries,CARRER,JOAQUÍN COSTA,4,1,El Raval,El Raval,Q1758503,https://www.wikidata.org/wiki/Q1758503,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8001,41.38112,2.16739,"41.38112,2.16739",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990028307,Cocteleria Trípode,Cocteleries|Xampanyeries,PASSEIG,BORN,17,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38473,2.18262,"41.38473,2.18262",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990017964,Bar Musical Quilombo,Bars I Pubs Musicals,CARRER,ARIBAU,149,8,L'antiga Esquerra De L'eixample,L'Antiga Esquerra de l'Eixample,Q3291762,https://www.wikidata.org/wiki/Q3291762,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8036,41.39259,2.15364,"41.39259,2.15364",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿119161015,Bar Zelig,Bars I Pubs Musicals,CARRER,CARME,116,1,El Raval,El Raval,Q1758503,https://www.wikidata.org/wiki/Q1758503,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8001,41.37979,2.16627,"41.37979,2.16627",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400384107,Restaurant Club Bananas,Bars I Pubs Musicals|Restaurants,CARRER,FUSINA,7,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38651,2.18319,"41.38651,2.18319",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿92086009134,Bar Musical La Garrafa Dels Beatles,Bars I Pubs Musicals,CARRER,JOAN GÜELL,150,19,Les Corts,Les Corts,Q3296693,https://www.wikidata.org/wiki/Q3296693,4,Les Corts,Q959944,https://www.wikidata.org/wiki/Q959944,Les Corts,8028,41.38316,2.13149,"41.38316,2.13149",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400370747,La Sonora De Gràcia,Bars I Pubs Musicals,CARRER,RIERA DE SANT MIQUEL,59,31,La Vila De Gràcia,Vila de Gràcia,Q2741611,https://www.wikidata.org/wiki/Q2741611,6,Gràcia,Q852697,https://www.wikidata.org/wiki/Q852697,Gràcia,8006,41.39851,2.15500,"41.39851,2.15500",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990281100,Sala Soda Acústic,Bars I Pubs Musicals,CARRER,GUILLERIES,6,31,La Vila De Gràcia,Vila de Gràcia,Q2741611,https://www.wikidata.org/wiki/Q2741611,6,Gràcia,Q852697,https://www.wikidata.org/wiki/Q852697,Gràcia,8012,41.40310,2.15701,"41.40310,2.15701",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400328189,Discoteca Sala Bloc,Discoteques,,RDA SANT PERE,19,7,La Dreta De L'eixample,Dreta de l'Eixample,Q1904302,https://www.wikidata.org/wiki/Q1904302,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8010,41.38962,2.17404,"41.38962,2.17404",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990271886,Sala Vivaldi,Bars I Pubs Musicals|Restaurants,CARRER,LLANÇA,5,10,Sant Antoni,Sant Antoni,Q720994,https://www.wikidata.org/wiki/Q720994,2,Eixample,Q64124,https://www.wikidata.org/wiki/Q64124,Eixample,8015,41.37558,2.15133,"41.37558,2.15133",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990044525,Sala De Ball Duvet,Discoteques|Salons De Ball,,CÒRSEGA,327,31,La Vila De Gràcia,Vila de Gràcia,Q2741611,https://www.wikidata.org/wiki/Q2741611,6,Gràcia,Q852697,https://www.wikidata.org/wiki/Q852697,Gràcia,8037,41.39722,2.16005,"41.39722,2.16005",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿99400723716,Espai Gastronòmic Born 14,Cocteleries|Xampanyeries|Restaurants,CARRER,DEL SABATERET,2,4,"Sant Pere, Santa Caterina I La Ribera",Sant Pere,Q3826875,https://www.wikidata.org/wiki/Q3826875,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8003,41.38556,2.18211,"41.38556,2.18211",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990162835,Bar Musical Ceferino,Bars I Pubs Musicals,,PAMPLONA,88,66,El Parc I La Llacuna Del Poblenou,El Parc i la Llacuna del Poblenou,Q3294440,https://www.wikidata.org/wiki/Q3294440,10,Sant Martí,Q250935,https://www.wikidata.org/wiki/Q250935,Sant Martí,8018,41.39691,2.19130,"41.39691,2.19130",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990029749,Cocteleria Caribbean Club,Cocteleries|Xampanyeries,CARRER,SITGES,5,1,El Raval,El Raval,Q1758503,https://www.wikidata.org/wiki/Q1758503,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8001,41.38449,2.16961,"41.38449,2.16961",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990431415,Bar Musical New Underground,Bars I Pubs Musicals,CARRER,AVIACIÓ,5,19,Les Corts,Les Corts,Q3296693,https://www.wikidata.org/wiki/Q3296693,4,Les Corts,Q959944,https://www.wikidata.org/wiki/Q959944,Les Corts,8029,41.38737,2.13545,"41.38737,2.13545",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990473394,Harlem Jazz Club,Bars I Pubs Musicals,CARRER,COMTESSA DE SOBRADIEL,8,2,El Barri Gòtic,Gothic Quarter,Q17154,https://www.wikidata.org/wiki/Q17154,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8002,41.38117,2.17842,"41.38117,2.17842",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
﻿75990473967,Restaurant Bar Margarita Blue,Bars I Pubs Musicals|Restaurants,CARRER,JOSEP ANSELM CLAVÉ,6,2,El Barri Gòtic,Gothic Quarter,Q17154,https://www.wikidata.org/wiki/Q17154,1,Ciutat Vella,Q941385,https://www.wikidata.org/wiki/Q941385,Ciutat Vella,8002,41.37797,2.17841,"41.37797,2.17841",Barcelona,Barcelona,Q1492,https://www.wikidata.org/wiki/Q1492
